title,company,requirement,salary,technical_skill,location,working_time,image_url,job_url
Hanoi_Senior Embedded Automation Tester,Bosch,,Negotiable,"['powershell', 'svn', 'c++', 'qt', 'matlab', 'git', 'linux', 'c', 'net', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/141.png,https://nodeflair.com/jobs/bosch-hanoi_senior-embedded-automation-tester-190653?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Hanoi_Senior Manual Embedded Tester,Bosch,,Negotiable,['android'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/141.png,https://nodeflair.com/jobs/bosch-hanoi_senior-manual-embedded-tester-190657?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Hanoi_Automotive Android Platform Engineer,Bosch,,Negotiable,"['c++', 'jenkins', 'hal', 'ci', 'linux', 'android', 'c']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/141.png,https://nodeflair.com/jobs/bosch-hanoi_automotive-android-platform-engineer-190651?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Kỹ Sư Điện Toán Đám Mây - Cloud Engineer Senior,MASCOM,,Negotiable,"['container', 'vsphere', 'vmware', 'linux', 'esxi']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11733.png,https://nodeflair.com/jobs/mascom-k-s-di-n-toan-dam-may-cloud-engineer-senior-190675?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Senior Fullstack Developer (ReactJS, NodeJS, Web3)",Playground,,Negotiable,"['git', 'html', 'javascript', 'nodejs', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7626.png,https://nodeflair.com/jobs/playground-senior-fullstack-developer-reactjs-nodejs-web3-190680?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Backend Developer (NodeJS/Golang),TECHVIFY Software,,Negotiable,"['websockets', 'aws', 'rest api', 'docker', 'c++', 'go', 'entity', 'ci', 'rabbitmq', 'azure', 'java', 'nosql', 'kubernetes', 'kafka', 'angular', 'typescript', 'javascript', 'nodejs', 'postgresql', 'graphql', 'mysql', 'react', 'mongodb', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12510.png,https://nodeflair.com/jobs/techvify-software-backend-developer-nodejs-golang-190656?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Product Owner (Senior),Synodus,,Negotiable,['strategy'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7993.png,https://nodeflair.com/jobs/synodus-product-owner-senior-190662?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Blockchain Developer (Middle),Synodus,,Negotiable,"['go', 'oracle', 'ethereum', 'viper', 'erlang', 'java', 'nodejs', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7993.png,https://nodeflair.com/jobs/synodus-blockchain-developer-middle-190660?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Game Engineer ( Unity ),PLAYSTUDIOS ASIA,,Negotiable,"['photoshop', 'json']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8822.png,https://nodeflair.com/jobs/playstudios-asia-game-engineer-unity-190532?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Automation Tester (Dự Án Banking),TTC Solutions,,Negotiable,"['gitlab', 'selenium', 'docker', 'jenkins', 'api', 'testng', 'cucumber', 'java', 'robot', 'android', 'javascript', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9947.png,https://nodeflair.com/jobs/ttc-solutions-automation-tester-d-an-banking-190514?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lập Trình Viên Frontend Angular,NMS,,Negotiable,"['rest api', 'ci', 'scss', 'html', 'angular', 'typescript', 'javascript']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10180.png,https://nodeflair.com/jobs/nms-l-p-trinh-vien-frontend-angular-190529?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Test Manager,Usol Vietnam,,Negotiable,"['manager', 'strategy', 'api']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9391.png,https://nodeflair.com/jobs/usol-vietnam-test-manager-190526?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Game Tester - QA Game,TAAP,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8795.png,https://nodeflair.com/jobs/taap-game-tester-qa-game-190525?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Tester (Yêu Cầu Có Tiếng Nhật ),MIRAI,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13338.png,https://nodeflair.com/jobs/mirai-tester-yeu-c-u-co-ti-ng-nh-t-190518?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer,Mediastep,,Negotiable,"['http', 'udp', 'tcp', 'aws', 'terraform', 'docker', 'jenkins', 'ci', 'azure', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8971.png,https://nodeflair.com/jobs/mediastep-devops-engineer-190535?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Scientist - Trung Tâm Công Nghệ Dữ Liệu - Khối Dữ Liệu,MB Bank,,Negotiable,"['tensorflow', 'anaconda', 'pyspark', 'pandas', 'pytorch', 'keras', 'opencv', 'numpy', 'java', 'spark', 'scala', 'hadoop', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9844.png,https://nodeflair.com/jobs/mb-bank-data-scientist-trung-tam-cong-ngh-d-li-u-kh-i-d-li-u-190509?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Chuyên Viên Công Nghệ Mô Hình (AI/ML Ops) - Khối Dữ Liệu,MB Bank,,Negotiable,"['gitlab', 'docker', 'jenkins', 'kubeflow', 'data mart', 'ci', 'r', 'airflow', 'spark', 'kubernetes', 'kafka', 'sql', 'hadoop', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9844.png,https://nodeflair.com/jobs/mb-bank-chuyen-vien-cong-ngh-mo-hinh-ai-ml-ops-kh-i-d-li-u-190512?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Chuyên Viên Mô Hình Kinh Doanh (Data Scientist) - Khối Dữ Liệu,MB Bank,,Negotiable,"['oracle', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9844.png,https://nodeflair.com/jobs/mb-bank-chuyen-vien-mo-hinh-kinh-doanh-data-scientist-kh-i-d-li-u-190508?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Engineer - Khối Dữ Liệu,MB Bank,,Negotiable,"['aws', 'oracle', 'netezza']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9844.png,https://nodeflair.com/jobs/mb-bank-data-engineer-kh-i-d-li-u-190515?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Analyst - Khối Dữ Liệu,MB Bank,,Negotiable,"['sql', 'oracle', 'dbsm']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9844.png,https://nodeflair.com/jobs/mb-bank-data-analyst-kh-i-d-li-u-190519?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Tester - Phòng Phân Tích và Đảm Bản Chất Lượng - Khối Dữ Liệu,MB Bank,,Negotiable,"['sql', 'qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9844.png,https://nodeflair.com/jobs/mb-bank-tester-phong-phan-tich-va-d-m-b-n-ch-t-l-ng-kh-i-d-li-u-190523?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Engineer (ETL),SVTECH,,Negotiable,"['etl', 'aws', 'oracle', 'pentaho', 'play', 'qlik', 'datastage']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13382.png,https://nodeflair.com/jobs/svtech-data-engineer-etl-190521?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Angular developer,CMC Global,,Negotiable,"['ecmascript', 'html', 'angular', 'typescript', 'javascript', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8126.png,https://nodeflair.com/jobs/cmc-global-angular-developer-190403?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Dotnet Developer,Vinova,,Negotiable,"['netbeans', 'svn', 'rpc', 'visual studio', 'net core', 'eclipse', 'git', 'vagrant', 'aspnet', 'sql', 'c#', 'net', 'mysql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11925.png,https://nodeflair.com/jobs/vinova-senior-dotnet-developer-190402?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Full Stack Developer,Tech JDI,,Negotiable,"['angular', 'nodejs', 'react', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/21803.png,https://nodeflair.com/jobs/tech-jdi-senior-full-stack-developer-190401?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back End Developer,FireGroup Technology,,Negotiable,"['aws', 'go', 'nodejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8524.png,https://nodeflair.com/jobs/firegroup-technology-back-end-developer-190400?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Fullstack Developer,Nichietsu Vietnam,,Negotiable,"['aws', 'docker', 'google cloud', 'azure', 'kubernetes', 'sql', 'nodejs', 'net', 'php', 'react', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10008.png,https://nodeflair.com/jobs/nichietsu-vietnam-senior-fullstack-developer-190399?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Developer,Treehouse Finance,,Negotiable,"['nextjs', 'docker', 'c++', 'go', 'parcel', 'anaconda', 'r', 'webpack', 'java', 'npm', 'kubernetes', 'typescript', 'javascript', 'swift', 'c', 'react', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/4300.png,https://nodeflair.com/jobs/treehouse-finance-full-stack-developer-190397?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
(Angular or ReactJS/Angular) Frontend Developer,CMC Global,,Negotiable,"['svn', 'angularjs', 'oracle', 'api', 'microsoft sql server', 'eslint', 't sql', 'microsoft', 'webpack', 'babel', 'git', 'html', 'npm', 'angular', 'javascript', 'sql', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8126.png,https://nodeflair.com/jobs/cmc-global-angular-or-reactjs-angular-frontend-developer-190396?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back End Developer,Space Falcon,,Negotiable,"['aws', 'git', 'azure', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12901.png,https://nodeflair.com/jobs/space-falcon-back-end-developer-190394?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior .NET Engineer,Orient Software,,Negotiable,"['api', 'azure', 'sql', 'c#', 'net']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/2011.png,https://nodeflair.com/jobs/orient-software-senior-net-engineer-190393?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack Developer (NodeJS),Sunbytes,,Negotiable,"['nextjs', 'grpc', 'typescript', 'nodejs', 'graphql', 'react', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/21724.png,https://nodeflair.com/jobs/sunbytes-fullstack-developer-nodejs-190391?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
C# . Net Developer,Rabiloo,,Negotiable,"['mvc', 'aws', 'docker', 'net core', 'azure', 'html', 'angular', 'javascript', 'sql', 'c#', 'net', 'react', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11904.png,https://nodeflair.com/jobs/rabiloo-c-net-developer-190390?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
C# Developer ($2k-$3k),FPT,,Negotiable,"['jenkins', 'analytics', 'sonarqube', 'azure', 'javascript', 'sql', 'c#', 'net']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-c-developer-2k-3k-190389?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Java Script Developer,Diksha,,Negotiable,"['dom', 'apache', 'javascript', 'nodejs', 'react', 'mongodb', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/17483.png,https://nodeflair.com/jobs/diksha-java-script-developer-190388?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Backend Developer (Python & NodeJS),Kimei Global,,Negotiable,"['http', 'graph', 'tcp', 'rest api', 'selenium', 'api', 'flow', 'rabbitmq', 'nosql', 'kafka', 'sql', 'nodejs', 'mysql', 'redis', 'mongodb', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12465.png,https://nodeflair.com/jobs/kimei-global-backend-developer-python-nodejs-190419?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Front End Developer,NGS,,Negotiable,"['flux', 'websockets', 'rest api', 'api', 'cypress', 'dom', 'webpack', 'babel', 'jest', 'redux', 'angular', 'typescript', 'es6', 'javascript', 'graphql', 'react', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10144.png,https://nodeflair.com/jobs/ngs-front-end-developer-190423?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend Developer (Middle),MOR,,Negotiable,"['angularjs', 'git', 'typescript', 'javascript', 'react', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11693.png,https://nodeflair.com/jobs/mor-frontend-developer-middle-190412?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Mid Level Tester,iChiba,,Negotiable,"['strategy', 'qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13383.png,https://nodeflair.com/jobs/ichiba-mid-level-tester-190415?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Python Web Developer,TCOM,,Negotiable,"['rest api', 'api', 'git', 'linux', 'nosql', 'angular', 'sql', 'django', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11813.png,https://nodeflair.com/jobs/tcom-python-web-developer-190408?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Middle Process Quality Assurance (PQA, CMMI)",UNIT Corp,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9319.png,https://nodeflair.com/jobs/unit-corp-middle-process-quality-assurance-pqa-cmmi-190413?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Junior Backend Developer ( .Net, .Net Core,...)",Infoplus,,Negotiable,"['net core', 'sql', 'net']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7806.png,https://nodeflair.com/jobs/infoplus-junior-backend-developer-net-net-core-190417?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Middle/Senior PHP Developer,Saigon Technology,,Negotiable,"['symfony', 'aws', 'docker', 'go', 'rabbitmq', 'azure', 'java', 'html', 'kubernetes', 'kafka', 'javascript', 'laravel', 'php', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9595.png,https://nodeflair.com/jobs/saigon-technology-middle-senior-php-developer-190349?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior QA Engineer,Global Fashion Group,,Negotiable,"['cypress', 'qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/961.png,https://nodeflair.com/jobs/global-fashion-group-senior-qa-engineer-190348?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
JUNIOR DEVOPS ENGINEER,WEALLNET,,Negotiable,"['powershell', 'go', 'api', 'shell script', 'ci', 'unix', 'kibana', 'linux', 'kubernetes', 'perl', 'sql', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13243.png,https://nodeflair.com/jobs/weallnet-junior-devops-engineer-190347?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Java Developer (Jun/Mid),TECHVIFY Software,,Negotiable,"['rest api', 'api', 'spring', 'sprint', 'git', 'java', 'html', 'nosql', 'hibernate', 'javascript', 'sql', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12510.png,https://nodeflair.com/jobs/techvify-software-java-developer-jun-mid-190346?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Flutter Developer (Junior),Rabiloo,,Negotiable,"['adobe xd', 'aws', 'figma', 'android studio', 'git', 'flutter', 'xcode', 'ios', 'android', 'kotlin', 'swift']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11904.png,https://nodeflair.com/jobs/rabiloo-flutter-developer-junior-190411?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"[HCM] Tech Lead Fullstack Engineer (NodeJS, ReactJS) I Australian's Tradie marketplace product",CBTW,,Negotiable,"['tdd', 'aws', 'docker', 'go', 'apache', 'rabbitmq', 'nosql', 'kubernetes', 'kafka', 'sql', 'nodejs', 'php', 'mysql', 'elasticsearch', 'react', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22010.png,https://nodeflair.com/jobs/cbtw-hcm-tech-lead-fullstack-engineer-nodejs-reactjs-i-australian-s-tradie-marketplace-product-190345?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Engineering Manager,Vestiaire Collective,,Negotiable,"['manager', 'gitlab', 'symfony', 'mariadb', 'snowflake', 'nextjs', 'aws', 'swagger', 'terraform', 'docker', 'go', 'openapi', 'analytics', 'spring', 'grpc', 'rabbitmq', 'java', 'typescript', 'ansible', 'javascript', 'nodejs', 'php', 'mysql', 'elasticsearch', 'react', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/5304.png,https://nodeflair.com/jobs/vestiaire-collective-engineering-manager-190344?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Junior/Senior Full-stack JavaScript Developer,Visily,,Negotiable,"['mode', 'typescript', 'javascript', 'nodejs', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/21594.png,https://nodeflair.com/jobs/visily-junior-senior-full-stack-javascript-developer-190342?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Go Bridge Software Engineer (Japanese N2),Money Forward Vietnam,,Negotiable,"['go', 'less']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8082.png,https://nodeflair.com/jobs/money-forward-vietnam-go-bridge-software-engineer-japanese-n2-190341?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Engineer,Nexus FrontierTech,,Negotiable,"['aws', 'go', 'web api', 'api', 'rust', 'azure', 'postgresql', 'graphql', 'php', 'mysql', 'react', 'python', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/3403.png,https://nodeflair.com/jobs/nexus-frontiertech-full-stack-engineer-190340?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Associate DevOps Engineer,OPSWAT,,Negotiable,"['aws', 'shell script', 'teamcity', 'ci', 'shell', 'unix', 'azure', 'linux', 'bitbucket', 'kubernetes', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12579.png,https://nodeflair.com/jobs/opswat-associate-devops-engineer-190339?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Magento Developer,SmartOSC,,Negotiable,"['tdd', 'mvc', 'aws', 'magento', 'ci', 'soap', 'javascript', 'jquery', 'php', 'mysql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8024.png,https://nodeflair.com/jobs/smartosc-magento-developer-190338?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Manual Software QA Engineer (Hybrid),CoverGo | Insurtech,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/5650.png,https://nodeflair.com/jobs/covergo-insurtech-senior-manual-software-qa-engineer-hybrid-190337?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
[Automotive] C++ Software Engineer,LG Electronics Vietnam,,Negotiable,"['c++', 'oop', 'git']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13076.png,https://nodeflair.com/jobs/lg-electronics-vietnam-automotive-c-software-engineer-190336?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior QA Engineer,Zalora,,Negotiable,"['selenium', 'jenkins', 'ruby']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/78.png,https://nodeflair.com/jobs/zalora-senior-qa-engineer-190335?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Engineering Manager,The HEINEKEN Company,,Negotiable,"['manager', 'strategy', 'etl', 'terraform', 'docker', 'data extraction', 'play', 'analytics', 'workbench', 'ci', 'pyspark', 'azure', 'spark', 'sql', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/3648.png,https://nodeflair.com/jobs/the-heineken-company-data-engineering-manager-190334?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Full Stack Engineer,Nexus FrontierTech,,Negotiable,"['aws', 'rest api', 'docker', 'azure', 'linux', 'javascript', 'postgresql', 'react', 'django', 'python', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/3403.png,https://nodeflair.com/jobs/nexus-frontiertech-senior-full-stack-engineer-190333?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Associate Software Engineer (Python, C++)",OPSWAT,,Negotiable,"['tcp', 'rest api', 'c++', 'api', 'oop', 'html', 'linux', 'nosql', 'bootstrap', 'sql', 'jquery', 'redis', 'python', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12579.png,https://nodeflair.com/jobs/opswat-associate-software-engineer-python-c-190332?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Chuyên Viên Đảm Bảo Chất Lượng ( Pqa ),NGS,,Negotiable,"['juniorqc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10144.png,https://nodeflair.com/jobs/ngs-chuyen-vien-d-m-b-o-ch-t-l-ng-pqa-190268?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Test Lead,BIPLUS SOFTWARE,,Negotiable,"['api', 'spring', 'springboot', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10171.png,https://nodeflair.com/jobs/biplus-software-test-lead-190263?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Manual Tester,BEAE,,Negotiable,"['api', 'magento']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12460.png,https://nodeflair.com/jobs/beae-manual-tester-190269?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer,Synodus,,Negotiable,"['go', 'ci', 'java', 'linux', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7993.png,https://nodeflair.com/jobs/synodus-devops-engineer-190247?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack (NodeJS + ReactJS/ Java ),VMO Holdings,,Negotiable,"['api gateway', 'nextjs', 'dynamodb', 'aws', 'rest api', 'api', 'java', 'html', 'redux', 'typescript', 'javascript', 'nodejs', 'mysql', 'react', 'mongodb', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9280.png,https://nodeflair.com/jobs/vmo-holdings-fullstack-nodejs-reactjs-java-190256?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fresher Tester,Dagoras,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11694.png,https://nodeflair.com/jobs/dagoras-fresher-tester-190265?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Director Data Science,Techcombank,,Negotiable,"['director', 'graph', 'tensorflow', 'c++', 'analytics', 'java', 'spark', 'sql', 'c', 'scala', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8467.png,https://nodeflair.com/jobs/techcombank-director-data-science-190244?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack Engineer (Nodejs and Reactjs),qode.world,,Negotiable,"['nextjs', 'aws', 'api', 'less', 'nosql', 'typescript', 'javascript', 'nodejs', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22132.png,https://nodeflair.com/jobs/qode-world-fullstack-engineer-nodejs-and-reactjs-190199?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Automation QA Engineer,Sky Mavis,,Negotiable,"['api', 'play', 'ci', 'android', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/14739.png,https://nodeflair.com/jobs/sky-mavis-automation-qa-engineer-190198?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Remote iOS-Swift Developer,Scopic,,Negotiable,"['flow', 'ios', 'swift']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/3395.png,https://nodeflair.com/jobs/scopic-remote-ios-swift-developer-190197?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Senior & Lead PHP Developer (Laravel, English)",NFQ,,Negotiable,"['aws', 'rest api', 'api', 'ci', 'git', 'azure', 'sql', 'php']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10629.png,https://nodeflair.com/jobs/nfq-senior-lead-php-developer-laravel-english-190196?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Android Developer (Java/Kotlin),VietUnion,,Negotiable,"['mvc', 'mvp', 'mvvm', 'java', 'android', 'kotlin']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9882.png,https://nodeflair.com/jobs/vietunion-android-developer-java-kotlin-190195?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Site Reliability Engineer (SRE/DevOps),Amanotes,,Negotiable,"['container', 'gitlab', 'aws', 'terraform', 'argocd', 'shell script', 'datadog', 'ci', 'gke', 'ecs', 'helm', 'eks', 'shell', 'unix', 'grafana', 'prometheus', 'linux', 'ansible', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12624.png,https://nodeflair.com/jobs/amanotes-site-reliability-engineer-sre-devops-190193?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Blockchain Developer,Amnis Finance,,Negotiable,['blockchain'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/21207.png,https://nodeflair.com/jobs/amnis-finance-blockchain-developer-190192?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
IOS/Android Developer (Build Product AI),SotaTek,,Negotiable,"['jenkins', 'git', 'flutter', 'ios', 'android']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7403.png,https://nodeflair.com/jobs/sotatek-ios-android-developer-build-product-ai-190191?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"(Senior) Back End Engineer, Ronin Protocol Development",Sky Mavis,,Negotiable,"['play', 'ci']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/14739.png,https://nodeflair.com/jobs/sky-mavis-senior-back-end-engineer-ronin-protocol-development-190190?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior FullStack Developer,Hitachi Digital Services,,Negotiable,"['docker', 'go', 'oop', 'java', 'linux', 'angular', 'javascript', 'react', 'python', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/21112.png,https://nodeflair.com/jobs/hitachi-digital-services-senior-fullstack-developer-190189?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
