title,company,requirement,salary,technical_skill,location,working_time,image_url,job_url
Senior mobile Engineer (React Native/Ionic),Hitachi Digital Services,,Negotiable,"['hooks', 'objective c', 'react hooks', 'android studio', 'mvp', 'pwa', 'mvvm', 'ionic', 'java', 'xcode', 'html', 'react native', 'bootstrap', 'ios', 'android', 'kotlin', 'javascript', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/21112.png,https://nodeflair.com/jobs/hitachi-digital-services-senior-mobile-engineer-react-native-ionic-188421?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior PHP Developer (Remote),Metadata Solutions,,Negotiable,"['aws', 'api', 'sprint', 'git', 'javascript', 'laravel', 'postgresql', 'php', 'mysql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11146.png,https://nodeflair.com/jobs/metadata-solutions-senior-php-developer-remote-188420?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
NodeJS Developer,LOTTE Data Communication,,Negotiable,"['mariadb', 'rest api', 'api', 'nosql', 'sql', 'nodejs', 'graphql', 'mysql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7771.png,https://nodeflair.com/jobs/lotte-data-communication-nodejs-developer-188418?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer,Eastgate Software,,Negotiable,"['aws', 'docker', 'cloudflare', 'shell script', 'google cloud', 'ci', 'microsoft', 'shell', 'sonarqube', 'azure']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13782.png,https://nodeflair.com/jobs/eastgate-software-devops-engineer-188417?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Software Engineer, DeFi Metrics",Braintrust,,Negotiable,"['graph', 'aws', 'go', 'api', 'rpc', 'grpc', 'kubernetes', 'postgresql', 'graphql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/16061.png,https://nodeflair.com/jobs/braintrust-software-engineer-defi-metrics-188416?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Intern Web Developer (NodeJS/Ruby),PIXTA,,Negotiable,"['mvc', 'ruby on rails', 'ruby', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11966.png,https://nodeflair.com/jobs/pixta-intern-web-developer-nodejs-ruby-188503?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Manual Tester (Tiếng Nhật N2),Tinhvan Group,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11818.png,https://nodeflair.com/jobs/tinhvan-group-manual-tester-ti-ng-nh-t-n2-188477?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
IOS Developer,New EZ VietNam,,Negotiable,"['mvc', 'ios sdk', 'mvp', 'fabric', 'mvvm', 'oop', 'xcode', 'ios']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13299.png,https://nodeflair.com/jobs/new-ez-vietnam-ios-developer-188507?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Senior Software Engineer, Backend",Grab,,Negotiable,"['gitlab', 'dynamodb', 'aws', 'c++', 'jenkins', 'go', 'ruby on rails', 'gitlab ci', 'datadog', 'ci', 'gemnasium', 'papertrail', 'code climate', 'rxjava', 'erlang', 'ocaml', 'haskell', 'rust', 'flutter', 'java', 'ios', 'android', 'ruby', 'javascript', 'swift', 'c', 'scala', 'c#', 'nodejs', 'php', 'mysql', 'elasticsearch', 'redis', 'python', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/168.png,https://nodeflair.com/jobs/grab-senior-software-engineer-backend-188414?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Mobile Developer (Flutter),Home Credit,,Negotiable,"['soap', 'firebase', 'flutter']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12555.png,https://nodeflair.com/jobs/home-credit-senior-mobile-developer-flutter-188411?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Engineer,Wati,,Negotiable,"['rest api', 'docker', 'jenkins', 'ci', 'git', 'html', 'kubernetes', 'nodejs', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/18420.png,https://nodeflair.com/jobs/wati-full-stack-engineer-188410?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
ReactJS Engineer,Haravan,,Negotiable,"['jslint', 'tdd', 'gitlab', 'hooks', 'oracle', 'google cloud', 'es5', 'mobx', 'ci', 'eslint', 'net core', 'cypress', 'jasmine', 'enzyme', 'mocha', 'git', 'jest', 'sass', 'azure', 'html', 'react native', 'typescript', 'javascript', 'net', 'mysql', 'elasticsearch', 'redis', 'react', 'mongodb', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/14842.png,https://nodeflair.com/jobs/haravan-reactjs-engineer-188409?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Developer,PITO,,Negotiable,"['nextjs', 'rest api', 'docker', 'go', 'api', 'play', 'message queue', 'essage queue', 'rabbitmq', 'typescript', 'laravel', 'nodejs', 'php', 'mysql', 'redis', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/21412.png,https://nodeflair.com/jobs/pito-full-stack-developer-188408?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back End Developer,LF Global Tech,,Negotiable,"['ci', 'flow', 'iis', 'git', 'nodejs', 'postgresql', 'mysql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7727.png,https://nodeflair.com/jobs/lf-global-tech-back-end-developer-188407?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Engineer, Fullstack",Hex Trust,,Negotiable,"['aws', 'google cloud', 'ci', 'r', 'azure', 'nosql', 'angular', 'typescript', 'javascript', 'sql', 'nodejs', 'react', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/5511.png,https://nodeflair.com/jobs/hex-trust-engineer-fullstack-188406?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Engineering Manager,Treehouse Finance,,Negotiable,"['manager', 'go', 'analytics', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/4300.png,https://nodeflair.com/jobs/treehouse-finance-engineering-manager-188405?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Mobile Application Developer,Dragontail,,Negotiable,"['rest api', 'go', 'react native', 'ios', 'angular', 'android', 'typescript', 'javascript', 'sql', 'nodejs', 'react', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22029.png,https://nodeflair.com/jobs/dragontail-mobile-application-developer-188404?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Backend Developer Nodejs (Nestjs),Xipat,,Negotiable,"['api', 'git', 'bitbucket', 'typescript', 'nodejs', 'graphql', 'mysql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12481.png,https://nodeflair.com/jobs/xipat-backend-developer-nodejs-nestjs-188508?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Java- Software Developer,Luxoft,,Negotiable,"['mvc', 'flow', 'jsf', 'jms', 'jsp', 'j2ee', 'java', 'html', 'javascript', 'jquery', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/358.png,https://nodeflair.com/jobs/luxoft-java-software-developer-188402?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software QA Engineer,Wizeline,,Negotiable,"['aws', 'selenium', 'jenkins', 'api', 'shell script', 'ci', 'shell', 'jmeter', 'git', 'java', 'linux', 'appium', 'javascript', 'c#', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/14891.png,https://nodeflair.com/jobs/wizeline-software-qa-engineer-188401?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back End Developer (Java),Boomco Communication Co.,,Negotiable,"['spring', 'java', 'javascript', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/16241.png,https://nodeflair.com/jobs/boomco-communication-co-back-end-developer-java-188400?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
System Admin (Junior),Metaway Holdings,,Negotiable,"['docker', 'jenkins', 'go', 'ci', 'nexus', 'java', 'linux', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9099.png,https://nodeflair.com/jobs/metaway-holdings-system-admin-junior-188479?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Developer - Blockchain,FTech,,Negotiable,"['ethereum', 'rust', 'html', 'javascript']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8449.png,https://nodeflair.com/jobs/ftech-developer-blockchain-188482?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Fullstack Developer (.NET, Angular)",CMC Global,,Negotiable,"['strategy', 'go', 'api', 'git', 'azure', 'html', 'bootstrap', 'angular', 'typescript', 'sql', 'c#', 'nodejs', 'redis', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8126.png,https://nodeflair.com/jobs/cmc-global-fullstack-developer-net-angular-188262?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back End Developer,FlipJungle,,Negotiable,"['graph', 'aws', 'api', 'ci', 'microsoft', 'nosql', 'flask', 'sql', 'django', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/21680.png,https://nodeflair.com/jobs/flipjungle-back-end-developer-188261?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Software Engineer,KingIT,,Negotiable,"['tdd', 'mvc', 'visual studio', 'ci', 'mode', 'net core', 'git', 'java', 'mssql', 'aspnet', 'ios', 'android', 'xamarin', 'javascript', 'net']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22013.png,https://nodeflair.com/jobs/kingit-senior-software-engineer-188260?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Engineer with a passion for Generative AI Applications,Oxalus,,Negotiable,"['tensorflow', 'api', 'mvp', 'pytorch', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22012.png,https://nodeflair.com/jobs/oxalus-full-stack-engineer-with-a-passion-for-generative-ai-applications-188259?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Junior Developer,FLINTERS VIETNAM,,Negotiable,"['tdd', 'angularjs', 'mvp', 'java', 'html', 'ruby', 'javascript', 'scala', 'c#', 'php', 'react', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13322.png,https://nodeflair.com/jobs/flinters-vietnam-junior-developer-188258?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Middle/Senior React Native Engineer,Orient Software,,Negotiable,"['rest api', 'api', 'git', 'azure', 'react native', 'ios', 'android', 'typescript', 'es6', 'javascript', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/2011.png,https://nodeflair.com/jobs/orient-software-middle-senior-react-native-engineer-188256?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Middle/Senior PHP Developer,Saigon Technology,,Negotiable,"['symfony', 'aws', 'docker', 'go', 'rabbitmq', 'azure', 'java', 'html', 'kubernetes', 'kafka', 'javascript', 'laravel', 'php', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9595.png,https://nodeflair.com/jobs/saigon-technology-middle-senior-php-developer-188255?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer,Sharesource,,Negotiable,"['powershell', 'bash scripting', 'aws', 'terraform', 'yaml', 'activemq', 'windows server', 'microsoft', 'iis', 'apache', 'rabbitmq', 'azure', 'mssql', 'linux', 'splunk', 'ansible', 'json', 'xml', 'postgresql', 'mysql', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9505.png,https://nodeflair.com/jobs/sharesource-devops-engineer-188254?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Node/Typescript Developer Engineer,TransPerfect,,Negotiable,"['rest api', 'bitbucket', 'typescript', 'javascript', 'nodejs', 'graphql', 'elasticsearch', 'redis', 'react', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/2416.png,https://nodeflair.com/jobs/transperfect-node-typescript-developer-engineer-188253?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
React Developer,TransPerfect,,Negotiable,"['rest api', 'figma', 'flow', 'enzyme', 'git', 'jest', 'java', 'angular', 'typescript', 'javascript', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/2416.png,https://nodeflair.com/jobs/transperfect-react-developer-188252?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
[HN] Frontend Engineer - Australian Healthcare Product,CBTW,,Negotiable,"['ci', 'less', 'typescript', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22010.png,https://nodeflair.com/jobs/cbtw-hn-frontend-engineer-australian-healthcare-product-188251?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
ReactJS Engineer (Micro-frontend) - InfoTrack,CBTW,,Negotiable,"['rest api', 'mobx', 'ci', 'less', 'sass', 'redux', 'bootstrap', 'typescript', 'es6', 'javascript', 'json', 'jquery', 'graphql', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22010.png,https://nodeflair.com/jobs/cbtw-reactjs-engineer-micro-frontend-infotrack-188237?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lập Trình Viên .Net API,VCCorp,,Negotiable,"['rest api', 'api', 'singleton', 'net core', 'dom', 'html', 'sql', 'c#', 'net', 'redis', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10170.png,https://nodeflair.com/jobs/vccorp-l-p-trinh-vien-net-api-188277?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Full Stack Engineer (Kotlin/Java & React) - Customer Individual Pricing,METRO,,Negotiable,"['docker', 'java', 'kubernetes', 'typescript', 'kotlin', 'javascript']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22008.png,https://nodeflair.com/jobs/metro-senior-full-stack-engineer-kotlin-java-react-customer-individual-pricing-188236?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back End Developer,VGGATE,,Negotiable,"['cloud foundry', 'svn', 'aws', 'docker', 'jenkins', 'teamcity', 'ci', 'nexus', 'git', 'javascript', 'nodejs', 'postgresql', 'mysql', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22009.png,https://nodeflair.com/jobs/vggate-back-end-developer-188235?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Senior Software Engineer, Mobile (iOS)",Grab,,Negotiable,"['analytics', 'ci', 'ios']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/168.png,https://nodeflair.com/jobs/grab-senior-software-engineer-mobile-ios-188233?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
NodeJS Developer,NOVEO,,Negotiable,"['docker', 'api', 'nosql', 'typescript', 'sql', 'nodejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10043.png,https://nodeflair.com/jobs/noveo-nodejs-developer-188232?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Full Stack Engineer (Kotlin/Java & React),METRO,,Negotiable,"['container', 'solr', 'docker', 'google cloud', 'clojure', 'java', 'kubernetes', 'kafka', 'kotlin', 'javascript', 'cassandra', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22008.png,https://nodeflair.com/jobs/metro-senior-full-stack-engineer-kotlin-java-react-188231?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer,KAON,,Negotiable,"['tcp', 'c++', 'shell script', 'shell', 'linux', 'javascript', 'c']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22007.png,https://nodeflair.com/jobs/kaon-software-engineer-188230?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer Intern (BE or FE),The HEINEKEN Company,,Negotiable,"['wordpress', 'nextjs', 'net core', 'react native', 'ios', 'android', 'javascript', 'c#', 'net', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/3648.png,https://nodeflair.com/jobs/the-heineken-company-software-engineer-intern-be-or-fe-188229?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack Developer (C#/Javascript),CMC Global,,Negotiable,"['api', 'git', 'azure', 'html', 'bootstrap', 'angular', 'typescript', 'sql', 'c#', 'nodejs', 'redis', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8126.png,https://nodeflair.com/jobs/cmc-global-fullstack-developer-c-javascript-188228?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Engineer,Astek,,Negotiable,"['angularjs', 'html', 'ruby', 'javascript', 'php', 'react', 'python', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13022.png,https://nodeflair.com/jobs/astek-full-stack-engineer-188226?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer II _ Azure SDK,Microsoft,,Negotiable,"['swagger', 'c++', 'go', 'microsoft', 'azure', 'java', 'typescript', 'javascript', 'c', 'c#', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/339.png,https://nodeflair.com/jobs/microsoft-software-engineer-ii-_-azure-sdk-188225?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer 2,Microsoft,,Negotiable,"['aiops', 'microsoft', 'azure']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/339.png,https://nodeflair.com/jobs/microsoft-software-engineer-2-188224?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Software Engineer,Microsoft,,Negotiable,"['c++', 'go', 'microsoft', 'azure', 'java', 'kubernetes', 'typescript', 'javascript', 'c', 'c#', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/339.png,https://nodeflair.com/jobs/microsoft-senior-software-engineer-188223?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Development Engineer 2,Microsoft,,Negotiable,"['api', 'microsoft']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/339.png,https://nodeflair.com/jobs/microsoft-software-development-engineer-2-188222?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Lead Software Engineer, Fullstack",Grab,,Negotiable,"['gitlab', 'dynamodb', 'aws', 'go', 'ruby on rails', 'gitlab ci', 'datadog', 'ci', 'kibana', 'ruby', 'javascript', 'graphql', 'mysql', 'elasticsearch', 'redis', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/168.png,https://nodeflair.com/jobs/grab-lead-software-engineer-fullstack-188221?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Development Engineer 2,Microsoft,,Negotiable,"['strategy', 'microsoft']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/339.png,https://nodeflair.com/jobs/microsoft-software-development-engineer-2-188220?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
