Title,Company_name,Address,Contract_type,Requirement,Benefit,Technical_skills,Link_image,URL
"Unity 3D Developer (Android, C#)",Intratech Corp,"Joymax Tower - 218 Nguyễn Văn Hưởng, Thu Duc City, Ho Chi Minh",Full time,"['Bachelor’s degree or higher Engineering in Computer Science/Information Technology ', 'At least 01 Year(s) of working experience on Unity3D ', 'Proficient with C# ', 'Unity3D User Interface develop skills', 'Experience in OpenGL or 3D CAD ', 'Possess Design Pattern/OOP/MVVM knowledge and usage experience.']",Negotiable,"['Unity', 'C#', '.NET']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNmZmRXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6624babe09015754d90fc2213254004103c38a4a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJVUU1SEJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3b9e82b79e13797daeaff85f41199a98f8b44e8f/Intratech%20Logo.PNG,https://itviec.com/it-jobs/unity-3d-developer-android-c-intratech-corp-0250?lab_feature=preview_jd_page
".NET Developers (C#, PWA)",Intratech Corp,"Joymax Tower - 218 Nguyễn Văn Hưởng, Thu Duc City, Ho Chi Minh",Full time,"['Bachelor’s degree or higher Engineering in Computer Science/Information Technology ', 'At least 01 Year(s) of working experience ', 'Proficient with C# ', 'Experience in OpenGL or 3D CAD or Unity3D ', 'Possess Design Pattern/OOP/MVC/MVVM knowledge and usage experience. ', 'Good at logical thinking and problem-solving']",Negotiable,"['C#', 'OOP', '.NET']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNmZmRXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6624babe09015754d90fc2213254004103c38a4a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJVUU1SEJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3b9e82b79e13797daeaff85f41199a98f8b44e8f/Intratech%20Logo.PNG,https://itviec.com/it-jobs/net-developers-c-pwa-intratech-corp-0238?lab_feature=preview_jd_page
Senior Frontend Developer (Electron/JavaScript/ReactJS),Creative Force,"2nd Floor, Detech II Tower, 107 Nguyen Phong Sac Str, Cau Giay, Ha Noi",Full time,"['Likely having 5+ years of experience depending on how fast of your learning and developing technical capability.', 'Proficiency in JavaScript, including DOM manipulation and the JavaScript object model.', 'Strong experience in one of the JavaScript libraries/frameworks (Electron, ReactJS, Angular, Vue.js) and understanding its core principles.', 'Experience with popular ReactJS workflows (such as Flux or Redux).', 'Expert in HTML5, CSS3.', 'Ability to understand business requirements and translate them into technical requirements.', 'Ability to self-learn and adapt to new business and technologies quickly.', 'Basic communication in English\nNice to have', 'Experience in performance optimization for Front-end applications.', 'Experience in Security and Pentest.', 'Experience in Micro Front-end.', 'Ability to train and coach Junior Developers.']",Negotiable,"['JavaScript', 'ReactJS', 'Angular']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN0duS3c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0974da8139a3398aa9d96ed884ecf77c9da42615/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/LinkedIn_Profile_photo_170x170.png,https://itviec.com/it-jobs/sr-frontend-developer-electron-javascript-reactjs-creative-force-3827?lab_feature=preview_jd_page
"Oracle Database Admin (System Admin, Technical Support)",Công ty Cổ phần Chứng khoán KIS Việt Nam,"Tầng 3 và tầng 11, Tòa nhà TNR, số 180-192 Nguyễn Công Trứ, Phường Nguyễn Thái Bình, District 1, Ho Chi Minh",Full time,"['Graduated university about IT', '2+ years of experience about DB (Oracle, MySQL, PostGresql, Couchbase, …)', '2+ years of experience about system (Unix, Linux, …)', 'Has DBA certification such as Oracle OCA, OCP, OCM, DB2, MySQL, MCSA, MCSE Data Platform,..', 'Ability to read and understand English technical documents correctly', 'Ablility to good in teamwork', 'Has work organization skills, keep calm to handle and solve problems in case of ""Data Disaster""', 'Dynamic, enthusiastic, not afraid of difficulties', 'Honest, careful, accurate', 'Ability to research independently, make timely decisions.']",Negotiable,"['Oracle', 'Linux', 'Database']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBekljSXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6e09cbb678957f82d7c194fb40a88238a2a84ed4/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo.png,https://itviec.com/it-jobs/oracle-database-admin-system-admin-technical-support-cong-ty-co-phan-chung-khoan-kis-viet-nam-4116?lab_feature=preview_jd_page
"Sr. Product Owner/ Product Manager (English, Agile)",FireGroup,"Flemington Tower, 182 Le Dai Hanh Street, District 11, Ho Chi Minh",Full time,"['3+ years of product management or similar experience in a technology company.', 'Proven track record of delivering customer-centric solutions.', 'Excellent verbal and written communication skills, with an aptitude for articulating complex concepts in simple terms.', 'Strong analytical and problem-solving skills, matched with the ability to make data-driven decisions.', 'Experience with Agile/Scrum methodologies and tools (e.g., JIRA, Confluence).', 'Fluent in English', 'Smart: Demonstrates quick learning capabilities, logical thinking, and the ability to handle complex product challenges.', 'Empathy: Shows genuine concern for customer experiences and seeks to understand users on a deeper level.', 'Simplifier: Finds clarity in complexity and communicates solutions in ways everyone can grasp.']",Negotiable,"['Product Manager', 'Agile', 'English']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOUVxTkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--dae86e2db806b03c1f4aaca2be1dabeda7d63ecf/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20full%20red%20dung.png,https://itviec.com/it-jobs/sr-product-owner-product-manager-english-agile-firegroup-5013?lab_feature=preview_jd_page
Senior Product Owner (Mobile App),FireGroup,"Flemington Tower, 182 Le Dai Hanh Street, District 11, Ho Chi Minh",Full time,"['3+ years of product management or similar experience in a technology company.', 'Have experience working as Product Owner for mobile-app product, especially with E-commerce in global market.', 'Proven track record of delivering customer-centric solutions.', 'Excellent verbal and written communication skills, with an aptitude for articulating complex concepts in simple terms.', 'Strong analytical and problem-solving skills, matched with the ability to make data-driven decisions.', 'Experience with Agile/Scrum methodologies and tools (e.g., JIRA, Confluence).', 'Fluent in English']",Negotiable,"['Product Manager', 'Agile', 'English']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOUVxTkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--dae86e2db806b03c1f4aaca2be1dabeda7d63ecf/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20full%20red%20dung.png,https://itviec.com/it-jobs/sr-product-owner-mobile-app-english-agile-firegroup-5350?lab_feature=preview_jd_page
"Product Design Lead (Designer, UI-UX)",FireGroup,"Flemington Tower, 182 Le Dai Hanh Street, District 11, Ho Chi Minh",Full time,"['Strongly understanding UX, Customer Behavior, Customer Journey and deeply understanding User Psychology.', 'At least 3 years of working experience in the related field is required for this position;', 'Experience designing and building large scale interactions designs that meet business goals;', 'Ability to rapidly generate, visualize and integrate your design ideas in an agile team environment;', 'You do whatever it takes to convince your team of your design idea – a whiteboard scribble, a quick sharpie sketch, prototypes or polished code;', 'User-centered and data-driven design is baked into everything you create, across desktop and mobile interfaces;', 'Conceptual design skills along with pattern-thinking UI skills. We don’t create one-off marketing campaigns – we design products that constantly evolve;', 'Passion for Internet trends across any industry – you probably start your morning with a scan of Twitter before breakfast;', 'Experience in designing for Mobile Commerce, SaaS,, e-Commerce or marketplaces is desirable.']",Negotiable,"['Team Leader', 'UI-UX', 'Designer']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOUVxTkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--dae86e2db806b03c1f4aaca2be1dabeda7d63ecf/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20full%20red%20dung.png,https://itviec.com/it-jobs/product-design-lead-designer-ui-ux-firegroup-0153?lab_feature=preview_jd_page
"Software Engineer (ReactJS, JavaScript, NodeJS)",PAPAYA INSURTECH,"Floor 6 DreamPlex 195 Dien Bien Phu, Ward 15,, Binh Thanh, Ho Chi Minh",Full time,"['Minimum 3 years of experience in JavaScript/TypeScript.', 'Experience in ReactJS or NodeJS is required.', 'Experience in either Linux, PostgreSQL, or AWS is highly preferred.', 'Experience in GraphQL, AWS Lambda, Serverless.com, and Hasura is a huge plus.', 'Understanding major software architectures such as Monolith, SOA, Microservices, and Serverless, including their pros and cons is a huge plus.', 'Having the ambition to become one of the best software engineers in the market with great deliverables and deep technical knowledge.', 'Strong in team-working and peer influence', 'Fun to work with']",Negotiable,"['ReactJS', 'JavaScript', 'NodeJS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdzNQSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8a22cb7bb48f97bff57a1259edeb0ca8a733d183/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/78247627_445294849513040_7723159210405396480_n.png,https://itviec.com/it-jobs/software-engineer-reactjs-javascript-nodejs-papaya-insurtech-0408?lab_feature=preview_jd_page
Senior Automation Tester,DEK Technologies,"9 - 11 Dong Da, Tan Binh, Ho Chi Minh",Full time,"['3+ years of experience working in automation testing.', 'Experience in designing and implementing testing frameworks.', 'Automation testing experience in both front-end and back-end.', 'Good knowledge of BDD would be a plus.', 'Experience in Web Services/API automated testing.', 'Experience with REST testing tools.', 'Good knowledge in SQL would be a plus.', 'Knowledge with Azure/AWS DevOps pipelines to set up automated builds and enable CI/CD would be a plus.']",Negotiable,"['Automation Test', 'Java', 'Tester']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMkZHUGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--66c4982be85ebf7ffab2649aec630744bd4ec47c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/DEK-anEndavaCompany-Dark%20(2).png,https://itviec.com/it-jobs/senior-automation-tester-dek-technologies-2541?lab_feature=preview_jd_page
Fullstack Developer (.Net/ SQL/ VueJS),Gene Solutions,"366 Nguyễn Trãi, District 5, Ho Chi Minh",Full time,"['Lương tháng 13. ', 'Nghỉ Lễ Tết, phép năm đầy đủ theo đúng quy định của Nhà nước. ', 'Tham gia tất cả các bảo hiểm (BHXH, BHYT, BHTN), được hưởng đầy đủ chính sách, chế độ theo Luật lao động.', 'Môi trường làm việc năng động, nhân văn. ', 'Du lịch thường niên.']",Negotiable,"['.NET', 'SQL', 'VueJS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNzJyUVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--47eb3708413d8bc1fc8ddfe4d4888eaf3e25c3b9/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/GS%20LOGO%209.png,https://itviec.com/it-jobs/fullstack-developer-net-sql-vuejs-gene-solutions-0412?lab_feature=preview_jd_page
Mobile Developer (React Native),"LOTTE Data Communication Co., Ltd Vietnam","UOA Tower, 6 Tan Trao Street, Tan Phu Ward, Dist 7, District 7, Ho Chi Minh",Full time,"['At least 3 years of experience in mobile or web development', 'Experience with writing Java, Kotlin, Swift, Objective-c and Dart code.', 'Require solid experience with app layouts', 'Require prior experience with REST or GraphQL.', 'Work with databases: Room, SQLite, Realm, use of ORM libraries.', 'Good experiences in building and managing build and CI/CD tools (Gradle, FastLane/ Bitrise)', 'Reactive programming like RxJava, RxSwift is plus', 'Good knowledge and practical experiences with architectural patterns - Clean Architecture, MVVM...', 'Knowledge software development life-cycle', 'Hands-on experience with app performance and optimization.', 'Professional and ethical behaviors', 'Critical thinker and problem solving skill', 'Great interpersonal and communication skills', 'Good at both verbal and written communication skill']",Negotiable,"['React Native', 'JavaScript']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeHlZUXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b8bd66c70b0dcf9e6dec69887d49bef58b7f2c01/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/z5274519714644_da7ed168d243474ea13ae470862554bf.jpg,https://itviec.com/it-jobs/mobile-developer-react-native-lotte-data-communication-co-ltd-vietnam-0801?lab_feature=preview_jd_page
QA Manager,Live Payments,"81 Cao Thang, Ward 3, District 3, Ho Chi Minh",Full time,"['University Degree Qualified in a Tech or Business field.', 'Over 10 years of experience in software testing.', 'Experience working in the payments and financial services industries an advantage.', 'Experience with automated testing frameworks and integrating automated testing into the CI/CD pipeline will be an advantage.', 'Over 5 years of experience leading quality assurance teams.', 'Proven ability to develop and implement quality standards effectively.', 'Extensive testing expertise in the entire software development life cycle and various test cycles, including Regression, Functional, Systems, Stress & Scale, Smoke & Sanity.', 'Familiarity with QA best practices and methodologies for designing, implementing, and automating processes.', 'Proficient in aligning testing strategies with business objectives.', 'Effective in taking ownership of business outcomes and motivating teams to take responsibility for their decisions.', 'Outstanding communication skills that promote open dialogue and mutual respect among stakeholders.', 'Exceptional time management abilities with a track record of meeting deadlines.', 'Strong analytical and critical thinking capabilities.']",Negotiable,"['QA QC', 'Agile', 'Manager']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNXFRS1E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7b04c63c9c0ee7d83a921c4ea616d1b31b77514d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/3-Logo%20Icon%20-%20%20Coloured%20-%20Live%20Payments%20(1).png,https://itviec.com/it-jobs/qa-manager-live-payments-5409?lab_feature=preview_jd_page
Solution Architect (Java),ABBANK,"36 Hoàng Cầu, Dong Da, Ha Noi",Full time,"['Có kinh nghiệm thiết kế kiến trúc và triển khai nền tảng số, các sản phẩm dịch vụ số cho các doanh nghiệp ngành Tài chính, Ngân hàng.', 'Hiểu biết sâu sắc và có kinh nghiệm thực tế với các nguyên lý thiết kế/ mô hình kiến trúc như Object-Oriented Design (OOD), SOA, Microservice Architecture (MSA), and Event-Driven Architecture (EDA).', 'Thành thạo lập trình hướng đối tượng với Java. Có kinh nghiệm làm việc với Spring Boot, Spring MVC, Spring Security, Maven, OAuth 2.0, OpenID Connect, SAML.', 'Có kinh nghiệm thiết kế và phát triển RESTful API, Web socket.', 'Làm việc tốt với cơ sở dữ liệu SQL/NoSQL.', 'Có kinh nghiệm tư vấn kỹ thuật, đẫn dắt Agile/Scrum team.', 'Hiểu biết và có kinh nghiệm thực tế với Cloud, DevOps, CI/CD, Container, Docker, k8s.', 'Nhiệt tình, trách nhiệm với công việc.', 'Có kỹ năng tư duy chiến lược, phân tích, xây dựng quy trình, sản phẩm công nghệ số.', 'Kỹ năng phát hiện và phòng ngừa rủi ro trong quy trình, hoạt động liên quan công nghệ số.', 'Lập kế hoạch và quản lý thời gian hiệu quả.', 'Kỹ năng giải quyết vấn đề tốt.', 'Giao tiếp tốt bằng tiếng Anh.', 'Đặc biệt ưu tiên ứng viên có kinh nghiệm làm việc với nền tảng Backbase.']",Negotiable,"['Software Architect', 'Java', 'Spring']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOExhSWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d257e70c6585afdab6d5516fdec5419a75319c18/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo.png,https://itviec.com/it-jobs/solution-architect-java-abbank-0831?lab_feature=preview_jd_page
Senior Tester (Manual/Automation/QA QC) - TNEX Finance,Tập đoàn ROX (ROX Group),"Tòa nhà TNR, 54A Nguyễn Chí Thanh, Dong Da, Ha Noi",Full time,"['Tối nghiệp Đại học trở lên với chuyên ngành Công nghệ thông tin, điện tử viễn thông, tài chính, ngân hàng và các chuyên ngành liên quan', 'Tối thiểu 3 năm kinh nghiệm về lĩnh vực phát triển phần mềm, phân tích nghiệp vụ, kiểm thử các sản phẩm fintech, banking', 'Có kinh nghiệm với kiểm thử hiệu năng (Performance)', 'Vững kiến thức và kinh nghiệm về kiểm thử thủ công (Manual), có kinh nghiệm và kiến thức tốt về kỹ thuật kiểm thử & thiết kế kịch bản kiểm thử.', 'Có kinh nghiệm trong việc chuẩn bị dữ liệu kiểm thử trong cơ sở dữ liệu.', 'Có kinh nghiệm và kiến thức tốt về kiểm thử tự động (Automation), sử dụng các công cụ như: Selenium, Appium, RestAssured, Serenity, Postman, Jmeter, Java, Maven Kinh nghiệm với quy trình phát triển phần mềm Agile - Scrum, kinh nghiệm với thử nghiệm white box là một lợi thế, Làm việc hiệu quả trong môi trường có cường độ nhanh, chú ý chi tiết']",Negotiable,"['QA QC', 'Agile', 'Tester']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMFZlUVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c5f46758308881ec1be9f52b6afb730fa12ff48f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/ROX-Logo_1--vuong.jpg,https://itviec.com/it-jobs/senior-tester-manual-automation-qa-qc-tnex-finance-tap-doan-rox-rox-group-3424?lab_feature=preview_jd_page
".NET Developer (C#, ASP.NET) ~ 2 - 4 yrs",Pacific Technology,"6 Thăng Long, Tan Binh, Ho Chi Minh",Full time,"['Tốt nghiệp Cao đẳng / Đại học chuyên ngành công nghệ thông tin', 'Từ 2-4 năm kinh nghiệm lập trình DOT NET, sử dụng một trong các ngôn ngữ .NET (C#, ASP.NET)', 'Có kinh nghiệm HTML, CSS, DIV, JavaScript, AJAX.', 'Có kinh nghiệm trong phát triển các loại ứng dụng khác nhau sử dụng công nghệ Microsoft.', 'Có kiến thức và kinh nghiệm trong thiết kế hệ thống (messaging, thread pool, micro-services, xây dựng chuẩn APIs,…)', 'Có kinh nghiệm trong sử dụng các công cụ quản lý mã nguồn (GitHub, Bitbucket, …), biên dịch và cài đặt mã thực thi trên môi trường máy chủ', 'Có kỹ năng phân tích và viết báo cáo, có thể làm việc độc lập.', 'Có khả năng đọc và viết tiếng Anh về lĩnh vực công nghệ thông tin', 'Có kiến thức và kinh nghiệm trong quy trình kiểm thử tự động là một lợi thế.', 'Nhiều hơn 2 năm kinh nghiệm là lợi thế trong xét chọn.', 'Sử dụng được tiếng Anh tại nơi làm việc là lợi thế xét chọn.', 'Khả năng giao tiếp và tương tác thân thiện hiệu quả trong công việc.']",Negotiable,"['.NET', 'C#', 'ASP.NET']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNE10REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bfef631eb2bd57042577d87b2d9f6cfd3292fdac/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/pacific-technology-logo.jpg,https://itviec.com/it-jobs/net-developer-c-asp-net-2-4-yrs-pacific-technology-0423?lab_feature=preview_jd_page
Python Application Developer (1 - 3 years),Pacific Technology,"6 Thăng Long, Tan Binh, Ho Chi Minh",Full time,"['BSc/BA in Computer Science', 'At least 2 years of experience in software development ', 'At least 1 year of experience in Python programming', 'Experience in front-end programming with JavaScript, HTML, CSS, XML', 'Experience in working with SQL DB such as PostgreSQL/MySQL/MSSQL', 'Knowledge and experience in APIs development and consumption', 'Knowledge in ERP business processes (CRM, HRM, Sales, Purchasing, Accounting, Manufacturing,…) ', 'Good communication skills and business mindset']",Negotiable,"['Python', 'SQL', 'JavaScript']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNE10REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bfef631eb2bd57042577d87b2d9f6cfd3292fdac/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/pacific-technology-logo.jpg,https://itviec.com/it-jobs/python-application-developer-1-3-years-pacific-technology-0353?lab_feature=preview_jd_page
"Senior Data Engineer (Devops, AWS, SQL)",Got It,"9-11 Nguyễn Văn Thủ, ĐaKao, quận 1., District 1, Ho Chi Minh",Full time,"['Proven experience (4+ years) as a Senior Data Engineer or similar role.', 'Strong understanding of data engineering principles and best practices.', 'Expertise in designing and building scalable data pipelines.', 'Proficient in working with open-source data technologies (e.g., Apache Spark, Apache Airflow, Kafka, etc.). ', 'Experience with cloud platforms, preferably AWS. ', 'Solid knowledge of SQL and experience with relational databases. ', 'Excellent written and verbal communication skills. ', 'Ability to work independently and as part of a cross-functional team. ', 'Experience with machine learning and data science workflows.', 'Experience with data governance and data security frameworks.', 'Experience with DevOps principles and practices.', 'Experience building data platforms for similar industries.']",Negotiable,"['DevOps', 'SQL', 'AWS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM0JHS2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9334115572e8d44aebb01ad88f75b50efb71c457/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/gotit.jpg,https://itviec.com/it-jobs/senior-data-engineer-devops-aws-sql-got-it-3929?lab_feature=preview_jd_page
IT Server Administration Senior Officer (AIX),Dai-ichi Life Việt Nam,"149-151 Nguyen Van Troi, Ward 11, Phu Nhuan, Ho Chi Minh",Full time,"['Salary for 13th month, Bonus & Special Bonus', 'Full of social welfare under Vietnamese Labor Law (Insurance, annual leave, ...)', 'Healthcare for yourself & Your Family', 'Annual travel and team building activities', '15-16 annual leave days', 'Company will buy Life Insurance Contract for yourself after 1 year working', 'Training: Trained in soft and technical skills', 'International, challenging, and friendly working environment']",Negotiable,"['System Admin', 'Linux', 'Database']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd1VyREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d1d3c6c7e5610f518d9d18d359252728dd0409a7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJVUU1SEJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3b9e82b79e13797daeaff85f41199a98f8b44e8f/dai-ichi-life-vi-t-nam-logo.PNG,https://itviec.com/it-jobs/it-server-administration-senior-officer-aix-dai-ichi-life-viet-nam-0815?lab_feature=preview_jd_page
