Title,Company_name,Address,Contract_type,Requirement,Benefit,Technical_skills,Link_image,URL
QA Tester (Up to $1500),Ewoosoft Vietnam,"19 Duy Tan, Cau Giay, Ha Noi",Full time,"['BSc/BA in Computer Science, Engineering or a related field', 'Basic English & can understand testing technical documents/process', 'Experience in project testing procedure and QA methodology', 'Ability to document and troubleshoot errors', 'Good in communication & active teamwork & willing to learn & hardworking self-study', 'Working experience with Jira, Confluence.', 'Can communicate in basic English & understand the English documents ']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL281REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6a12ee70e045809b97e9522e88be9530422aeff0/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/ewoosoft-vietnam-logo.png,https://itviec.com/it-jobs/qa-tester-up-to-1500-ewoosoft-vietnam-3929?lab_feature=preview_jd_page
"Full-stack Developer (Python, Django, JQuery)",Asilla,"Tầng 3, số 6 ngõ 82 Duy Tân, phường Dịch Vọng Hậu, Cau Giay, Ha Noi",Full time,[],Negotiable,"['Python', 'Django', 'JQuery']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOG9VT0E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--57aa84303af09470a9b8fd4182c94d0db29cbf06/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo1-b.png,https://itviec.com/it-jobs/full-stack-developer-python-django-jquery-asilla-3311?lab_feature=preview_jd_page
Fresher/Junior Software Developers in C/C++ Up to $2000,Xavis Tech,"3rd Floor, 3D Creative Center Building, No 3, Duy Tan Street, Dich Vong Hau Ward, Cau Giay, Ha Noi",Full time,"['Close one-on-one mentorship.', 'Cooperative and motivating environment that encourages self-autonomy', 'Competitive Salary & Benefits that increase with experience over time', 'Challenging environment working with high-end leading technology', 'Work with international developers and customers', 'Chance to participate in training courses in Korea', 'Company website:', 'Frequent technical seminars and presentation', 'Encourage new attempts and creativity', 'Reward new ideas and contribution', 'Friendly working colleagues and mentor', 'Offering to reward ideas and contribution of team', 'Salary: up to $2,000', 'Full benefits according to Vietnam labor law', '13th month salary with extra performance bonus', 'Attractive compensation and salary reviews regularly', 'Support to enjoyable team activities.']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeVVsR2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--baee100d7498de9dae86d55785a18b94dea4d65c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/Xavis%20tech.jpg,https://itviec.com/it-jobs/fresher-junior-software-developers-in-c-c-up-to-2000-xavis-tech-1914?lab_feature=preview_jd_page
Mid/Sr C# .NET Developer - Hybrid mode,Elisoft,"Elinext Building, 37A Phan Xich Long, Ward 3, Phu Nhuan, Ho Chi Minh",Full time,"['Excellent spoken English skills', '4+ years of experience in C#, .NET development', 'Strong proficiency in SQL and database design', 'Experience with frontend technologies, preferably Angular', 'Ability to work collaboratively in a team environment', 'Strong problem-solving skills and attention to detail']",Negotiable,"['Angular', 'JavaScript', 'TypeScript']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOG85RUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f8c0ad04dd9bf68efe4ebdd024fa054b725f63c5/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/elisoft-logo.png,https://itviec.com/it-jobs/mid-sr-c-net-developer-hybrid-mode-elisoft-4506?lab_feature=preview_jd_page
Technical Support Engineer,Buymed,"Vincom Center Đồng Khởi, 45A Lý Tự Trọng, p. Bến Nghé,, District 1, Ho Chi Minh",Full time,"['Aggressive: do anything to get things done, don’t be limited by the role & scope', 'Progressive mindset: want to do something big, want to change the world & people’s life', 'Product mindset: have product ownership, think/care/live with product life cycle', 'Open mindset: comfortable in expressing & communicating', 'Experience as a Software Engineer/ Product Owner/ QC Engineer for a minimum of 1 year', 'Understand how a website/mobile app works', 'Attention to detail & good problem-solving skills', 'Good English communication', 'Good sense of UX', 'Good at designing workflow']",Negotiable,"['Business Analyst', 'JavaScript', 'Tester']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMkdOTXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fef4eb919225c8195dcfc73fdb05d9fcce43baa7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/buymed_vertical_green.png,https://itviec.com/it-jobs/technical-support-engineer-buymed-0853?lab_feature=preview_jd_page
"Project Owner & Delivery Manager (Scrum, Agile)",Jeisys Medical Viet Nam,"Phòng 305, tầng 3, 239 Xuân Thuỷ, Phường Dịch Vọng Hậu, Cau Giay, Ha Noi",Full time,"['Proven experience in product management and delivery, with a strong emphasis on Agile methodologies.', 'Exceptional problem-solving and critical thinking abilities.', 'Experience in creating detailed reports and user manuals.', 'Additional skills in UX/UI design, with experience in Figma preferred.', 'Can communicate in Korean or English or both and have leadership skills.', 'Bachelor’s degree in Computer Science, Business, Design, or a related field.']",Negotiable,"['Project Manager', 'Agile', 'UI-UX']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeEZ5T2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--243cf040cb2dfa1867261cb5035c583f8f63484c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Jeisys%20Better%20You%20(1)%20-%20Tin%20Nguyen.png,https://itviec.com/it-jobs/project-owner-delivery-manager-scrum-agile-jeisys-medical-viet-nam-5855?lab_feature=preview_jd_page
Remote Senior Fullstack Engineer (Golang & ReactJS),Fram,"Floor 20, TNR Tower, 180-192 Nguyen Cong Tru Street, Nguyen Thai Binh Ward, District 1, Ho Chi Minh",Full time,"['5-7 years of experience in software development;', 'Proficient in Backend development (Golang), particularly in data modeling, database design, and optimization', 'Skilled in Frontend development (ReactJS), with a focus on providing UI/UX consulting in partnership with designers;', 'English is required at the B1 level as a minimum requirement. The candidate needs to speak by himself during the daily standup, sprint planning, and sprint retro.', 'Experience in Apache Hadoop with Spark;', 'Experience in building ETL pipelines for data lake/data warehouse with AWS or GCP.']",Negotiable,"['Golang', 'Python', 'ReactJS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeDFlSFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c2759f017275095a7c2e7a333139e153418cc553/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/fram%20logo%20.png,https://itviec.com/it-jobs/remote-senior-fullstack-engineer-golang-reactjs-fram-1921?lab_feature=preview_jd_page
"Java Developer (Linux, OOP)",Sqreem Technologies (VN) Pte. Ltd.,"WeWork Lim Tower 3, 3rd Floor, 29A Nguyen Dinh Chieu, Dakao ward, District 1, Ho Chi Minh",Full time,"['Active and friendly work environment & career advancement opportunities.', ""Insurances follow to Vietnam Labor Law and company's regulations."", 'Annual vacation. Monthly birthday. Company Events', '15 days annual leave', '13th month salary.', 'Parking allowance.', 'Annual performance appraisal.']",Negotiable,"['Java', 'Linux', 'OOP']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeHhnUWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--53c8ebca56706647dc87127d579b6e166bd525c6/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/download.png,https://itviec.com/it-jobs/java-developer-linux-oop-sqreem-technologies-vn-pte-ltd-0522?lab_feature=preview_jd_page
"Tester Leader (Team Leader, QA QC)",APEC Group,"Floor 3, Grand Plaza, 117 Tran Duy Hung, Cau Giay, Ha Noi",Full time,"['Kinh nghiệm làm việc: Có ít nhất 1 năm kinh nghiệm làm việc tại vị trí tương đương..', 'Chủ động, sáng tạo, nhiệt tình, trách nhiệm trong công việc, có tư duy logic tốt..', 'Hiểu biết về quy trình Test, chiến lược và kỹ thuật test phần mềm... lập tài liệu test tốt.', 'Cẩn thận, tỉ mỉ, cần cù, nhanh nhẹn, sức khỏe tốt, có khả năng làm việc độc lập hoặc nhóm với cường độ cao.', 'Sử dụng thành thạo các công cụ soạn thảo, trình chiếu.', 'Có khả năng học hỏi nhanh, luôn cập nhật các nghiệp vụ liên quan tới du lịch, khách sạn.', 'Có kiến thức/khả năng làm việc các công cụ truy vấn cơ sở dữ liệu.', 'Các ứng viên có kinh nghiệm test ứng dụng trên Mobile, web hoặc đang test mảng dịch vụ khách sạn.']",Negotiable,"['Tester', 'Team Leader', 'QA QC']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd3pKSEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--013f56c2e6df0bf031c9fcf5ddd0db145623cde1/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/apec%20group-08.png,https://itviec.com/it-jobs/tester-leader-team-leader-qa-qc-apec-group-5637?lab_feature=preview_jd_page
"Senior Frontend Developer(ReactJS, Angular, Typescript)",APEC Group,"Floor 3, Grand Plaza, 117 Tran Duy Hung, Cau Giay, Ha Noi",Full time,"['Tốt nghiệp các trường đại học chuyên ngành Công nghệ thông tin', 'Sử dụng thành thạo và có kiến thức chuyên sâu về HTML, CSS, SCSS, Javascript và Typescript', 'Có kinh nghiệm ít nhất 3 năm lập trình Frontend với một trong các framework như ReactJs, Angular, Vue, React Native', 'Thành thạo xử lý dữ liệu từ Restful API, WebSocket, GraphQL', 'Làm việc thành thạo với git', 'Có khả năng làm việc độc lập hoặc teamwork, tham gia nhiều dự án cùng lúc, chịu được áp lực công việc cao', 'Ham học hỏi, chủ động tìm tòi, nghiên cứu các công nghệ mới', 'Có kiến thức và kinh nghiệm về Devops như docker, k8s, AWS, CGP, Azure,… là lợi thế', 'Có khả năng sử dụng các công cụ AI như ChatGPT, Github Copilot,... để hỗ trợ trong quá trình phát triển phần mềm', 'Đọc hiểu tài liệu Tiếng Anh tốt', 'Hiểu và có thể phát triển quy trình phát triển phần mềm']",Negotiable,"['ReactJS', 'Angular', 'TypeScript']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd3pKSEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--013f56c2e6df0bf031c9fcf5ddd0db145623cde1/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/apec%20group-08.png,https://itviec.com/it-jobs/senior-frontend-developer-reactjs-angular-typescript-apec-group-3316?lab_feature=preview_jd_page
Senior/Intermediate Backend Dev (Python/Django/MongoDB),Breadstack Technologies Inc,"152 Phó Đức Chính Trúc Bạch, Ba Dinh, Ha Noi",Full time,[],Negotiable,"['Python', 'Agile', 'Django']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNzdSS0E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--14e132a7cd09d1790f6868508f33cbeca90ffa84/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/Picture1.jpg,https://itviec.com/it-jobs/senior-intermediate-backend-dev-python-django-mongodb-breadstack-technologies-inc-5030?lab_feature=preview_jd_page
Manual Test Specialist (QA QC/English),Netcompany,"Fl 24. Opal Tower. Nguyễn Hữu Cảnh Street, Ward 22, Binh Thanh District, HCMC, Binh Thanh, Ho Chi Minh",Full time,"['Bachelor’s or Master’s degree within a relevant IT specialization', 'Good English skills both in writing and verbally', 'Experience from a similar position', 'Good understanding of software testing theory', 'Hands on experience in applying manual software testing methodologies', 'Experience in using tools for test management, tracking defects, capture of test evidence and analyzing data', 'Open towards and able to quickly learn new technologies', 'Effectively estimate work and produce deliverables on time', 'ISTQB certificate is a plus, but not required']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMU1ORUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--05e6a075f27e3dfef75fa46eed80c0b38a602d63/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/netcompany-logo.png,https://itviec.com/it-jobs/manual-test-specialist-qa-qc-english-netcompany-0743?lab_feature=preview_jd_page
"Senior Backend Engineer (NodeJS, Python, SQL)",Pmax Performance Marketing Agency,"6th Floor, Tuong Viet Building, 95 Cach Mang Thang Tam Street, Ben Thanh Ward, District 1, HCMC, Vietnam, District 1, Ho Chi Minh",Full time,"['Degree in Computer Science or related field.', 'At least 3 years in Backend Engineering roles.', 'Experienced with any programming languages: NodeJS preferred, Ruby, Python, PHP etc.', 'Deep understanding of software architecture, cloud-based technologies, design pattern, and software engineering best practices', 'Communication skills, especially for explaining technical concepts to nontechnical business leaders', 'Strong strategic mindset and problem-solving skills', 'Knowledge about the digital marketing domain is a plus. ', 'Client Impact: Everything we do is ultimately to deliver real client impact and value.', 'Innovation: Innovation is to drive change and innovative new ideas to create more values for clients, teams and society.', 'People development: People development is to attract, develop, and retain the most talented people. Development is a responsibility, not a choice, of both the individual as well as the organization.', 'Integrity: Integrity is to be honest and show a consistent and uncompromising adherence to what is right, even if it is at our own cost.', 'Teamwork and fun: Teamwork and fun is the cooperative and collaborative effort of a team to achieve a common goal or to complete a task, and trying to build a joyful & enjoyable atmosphere for everyone.', 'Extreme ownership: Extreme Ownership is the practice of owning everything in your world, to an extreme degree. Think of yourself as the owner of the company. It means you are responsible for not just those tasks which you directly control, but for all those that affect whether or not your task is successful.']",Negotiable,"['NodeJS', 'Python', 'SQL']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeU1lSFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6453467e951a333fa5a864e9c471884f8ed84eab/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/LOGO%20PMAX%20-%20SQUARE%20(1).png,https://itviec.com/it-jobs/senior-backend-engineer-nodejs-python-sql-pmax-performance-marketing-agency-4901?lab_feature=preview_jd_page
Product Owner/Specialist,GHN,"3rd Floor, Rivera Park Building, 7/28 Thanh Thai, District 10, Ho Chi Minh",Full time,"['Bachelor’s degree in logistics, software development, information systems, or a related field.', 'At least 1 year of experience in product management.', 'Strong analytical and problem-solving skills, with the ability to interpret and leverage data to make informed decisions.', 'Strong ownership and growth mindset', 'Excellent communication and collaboration skills, with the ability to work effectively with cross-functional teams.', 'A user-centric mindset, with a passion for creating products that delight customers.', 'Familiarity with agile methodologies and product management tools.', 'Work experience at a logistics company is preferred.']",Negotiable,"['Product Manager', 'Data Analyst']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMGRxRWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2dc244a3ec76d482d8067606ca6a058e223465fa/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/GHN%20logo.jpg,https://itviec.com/it-jobs/product-owner-specialist-ghn-3503?lab_feature=preview_jd_page
Backend (NodeJS + AWS) Senior/Team Lead (HCM | 3+ YOE),Liberty Technology,"77 Le Trung Nghia, Ward 12, Tan Binh, Ho Chi Minh",Full time,"['Degree in Software Engineering, Information Technology or relevant. ', 'At least 3 years of experience in developing web applications. ', 'Good experienced in NodeJS. ', 'Knowledge of database theory and experience with SQL / NoSQL solutions ', 'Familiarity with front-end languages such as HTML, JavaScript, and CSS. ', 'Experienced in managing Cloud/ server, AWS (Amazon web service), CI/CD, Docker ', 'Be able to communicate in English. ', 'Good time management, communication, and problem-solving skills. ', 'Good teamwork spirit and logical thinking. ', 'Proactive, well self-organized, and responsible in work. ', 'Able to quickly manage new technologies. ', 'Nice to have experienced in Python, Java.']",Negotiable,"['AWS', 'NodeJS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMDE3UVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ad04d6c9cc07851fa4e87060411f89311012d0c1/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2hKeVpYTnBlbVZmZEc5ZlptbDBXd2RwQWFvdyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--be8303cd58d898b976ab84bbfd3800ba60f90a5c/images%20-%20Dung%20Do.jpeg,https://itviec.com/it-jobs/backend-nodejs-aws-senior-team-lead-hcm-3-yoe-liberty-technology-5134?lab_feature=preview_jd_page
Senior Golang Engineer,Global Fashion Group,"Copac Square Building, 12 Tôn Đản, phường 13, District 4, Ho Chi Minh",Full time,"['You will convey solid experience in developing high performance Golang web-based applications.', 'You have experience working with Elasticsearch (how to rank  results, make queries, mapping, etc.).', 'You have experience in building microservices, ideally deployed in Docker containers on Kubernetes.', 'You bring some experience with RDBMS & NoSQL datastores.', 'You have designed, developed and ran large scale production environments closely with DevOps/SRE.', 'You are a continuous learner and like to find new ways to do things.', 'Good communication skills, spoken and written English.', 'A hands-on, can-do attitude.', 'AWS / K8s / Kafka / Postgresql experience.', 'Exposure to e-commerce environments.']",Negotiable,"['Golang', 'AWS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeW1lTnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--30940eca1397653372c5c73714a898f89eef839c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/_GFG%20logo%201.png,https://itviec.com/it-jobs/senior-golang-engineer-global-fashion-group-3114?lab_feature=preview_jd_page
Software Engineer II,Global Fashion Group,"Copac Square Building, 12 Tôn Đản, phường 13, District 4, Ho Chi Minh",Full time,"['Proficiency in full-stack web development including Javascript, Typescript, Python, Golang, React is a plus.', 'Good understanding of AWS (our stack is fully deployed on AWS).', 'Experience building web apps, PWAs and their accompanying APIs.', 'Experience designing and building APIs.', 'Experience with distributed systems and client-server architectures.', 'A solid foundation in computer science, with strong competency in data structures, algorithms, software design and deep understanding of software design patterns.']",Negotiable,"['Python', 'ReactJS', 'Golang']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeW1lTnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--30940eca1397653372c5c73714a898f89eef839c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/_GFG%20logo%201.png,https://itviec.com/it-jobs/software-engineer-ii-global-fashion-group-2901?lab_feature=preview_jd_page
